ID,Reference,Species,Synonym,Family,Growth_form,Life_span,Tissue,Seed_Cat,Leaf_strategy,Leaf_form,PS_type,Dr
1553,Nechaeva & Prikhod'ko 1968,Salsola paletzkiana,,Amaranthaceae,Shrub,P,Woody,Dicot,,,C4,2.19
1554,Nechaeva & Prikhod'ko 1968:Table 24,Salsola paletzkiana,,Amaranthaceae,Shrub,P,Woody,Dicot,,,C4,8.9
1555,Nechaeva & Prikhod'ko 1968:Table 24,Salsola richteri,,Amaranthaceae,Shrub,P,Woody,Dicot,,,C4,4.3
1556,Nechaeva 1985,Alhagi persarum,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,20
1557,Nechaeva 1985,Ammodendron conollyi,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,6.2
1558,Nechaeva 1985,Artemisia diffusa,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,1
1559,Nechaeva 1985,Artemisia halophila,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,3
1560,Nechaeva 1985,Artemisia kemrudica,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,1.2
1561,Nechaeva 1985,Artemisia sogdiana,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,2
1562,Nechaeva 1985,Artemisia terrae-albae,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,0.9
1563,Nechaeva 1985,Artemisia turanica,,Asteraceae,Semi-shrub,P,Woody,Dicot,,,C3,1
1564,Nechaeva 1985,Astragalus agameticus,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,2.7
1565,Nechaeva 1985,Astragalus chiwensis,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.8
1566,Nechaeva 1985,Astragalus flexus,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.2
1567,Nechaeva 1985,Astragalus longipetiolatus,,Fabaceae,Semi-shrub,P,Woody,Dicot,,,C3,1.2
1568,Nechaeva 1985,Astragalus maximowiczii,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.5
1569,Nechaeva 1985,Astragalus paucijugus,,Fabaceae,Shrub,P,Woody,Dicot,,,C3,1.5
1570,Nechaeva 1985,Calligonum caput-medusae,,Polygonaceae,Shrub,P,Woody,Dicot,D,,C4,2
1571,Nechaeva 1985,Calligonum eriopodum,,Polygonaceae,Tree,P,Woody,Dicot,E,,C4,2.5
1572,Nechaeva 1985,Calligonum rubens,,Polygonaceae,Shrub,P,Woody,Dicot,E,,C4,2
1573,Nechaeva 1985,Camphorosma lessingii,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,1.6
1574,Nechaeva 1985,Dorema aitchisonii,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.9
1575,Nechaeva 1985,Dorema sabulosum,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.7
1576,Nechaeva 1985,Ferula badrakema,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.9
1577,Nechaeva 1985,Ferula foetida,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.9
1578,Nechaeva 1985,Ferula oopoda,Ferula badhysi,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.8
1579,Nechaeva 1985,Halothamnus subaphyllus,Aellenia turcomanica,Amaranthaceae,Shrub,P,Woody,Dicot,,,C4,7
1580,Nechaeva 1985,Haloxylon aphyllum,,Amaranthaceae,Tree,P,Woody,Dicot,E,,C4,14
1581,Nechaeva 1985,Kochia prostrata,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,3
1582,Nechaeva 1985,Mausolea eriocarpa,,Asteraceae,Semi-shrub,P,Woody,Dicot,,,C3,1.4
1583,Nechaeva 1985,Poa bulbosa,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.7
1584,Nechaeva 1985,Salsola gemmascens,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,0.7
1585,Nechaeva 1985,Salsola orientalis,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,0.6
1586,Nechaeva 1985,Salsola orientalis,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,2.2
1587,Nechaeva 1985,Salsola richteri,,Amaranthaceae,Shrub,P,Woody,Dicot,,,C4,4
1588,Nechaeva 1985,Smirnowia turkestana,,Fabaceae,Semi-shrub,P,Woody,Dicot,,,C3,2
1589,Nechaeva 1985,Stipagrostis karelinii,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,2.2
1590,Nechaeva 1985,Stipagrostis pennata,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,1.8
1591,Nesterova 1996,Rhodiola coccinea,,Crassulaceae,Succulent,P,NA,Dicot,,,CAM,0.3
1592,Nesterova 1996,Carex melantha,,Cyperaceae,Grass,P,Herbaceous,Monocot,,,C3,0.55
1593,Nesterova 1996,Dracocephalum imberbe,,Lamiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.38
1594,Nesterova 1996,Papaver croceum,,Papaveraceae,Forb,P,Herbaceous,Dicot,,,C3,0.35
1595,Nesterova 1996,Leontopodium ochroleucum,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.23
1596,Nesterova 1996,Kobresia capillifolia,Cobresia capilliformis,Cyperaceae,Grass,P,Herbaceous,Monocot,,,C3,0.16
1597,Nesterova 1996,Juniperus turkestanica,,Cupressaceae,Shrub,P,Woody,Gymnosperm,E,needle-leaf,C3,1.6
1598,Nesterova 1996,Phlomis oreophila,,Lamiaceae,Semi-shrub,P,Woody,Dicot,,,C3,0.55
1599,Nesterova 1996,Alchemilla obtusa,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.37
1600,Nesterova 1996,Poa alpina,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.38
1601,Nesterova 1996,Polygonum nitens,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.06
1602,Nesterova 1996,Picea schrenkiana,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.5
1603,Nesterova 1996,Rosa spinosissima,,Rosaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,2
1604,Nesterova 1996,Hypericum scabrum,,Hypericaceae,Forb,P,Herbaceous,Dicot,,,C3,0.74
1605,Nesterova 1996,Thalictrum collinum,,Ranunculaceae,Forb,P,Herbaceous,Dicot,,,C3,0.42
1606,Nesterova 1996,Cotoneaster megalocarpa,,Rosaceae,Shrub,P,Woody,Dicot,,,C3,3.5
1607,Nesterova 1996,Cystopteris filix-fragilis,family: Cystopteraceae,Cystopteridaceae,Forb,P,Herbaceous,Pteridophyte,,,C3,0.19
1608,Nesterova 1996,Malus sieversii,,Rosaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,7.2
1609,Nesterova 1996,Acer semenovii,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,5.1
1610,Nesterova 1996,Prunus armeniaca,Armeniaca vulgaris,Rosaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.6
1611,Nesterova 1996,Spiraea hypericifolia,,Rosaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,2
1612,Nesterova 1996,Artemisia santolinifolia,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,1.4
1613,Nesterova 1996,Ajania fastigiata,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,1.2
1614,Nesterova 1996,Poa pratensis,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.42
1615,Nesterova 1996,Carex turkestanica,,Cyperaceae,Grass,P,Herbaceous,Monocot,,,C3,0.4
1616,Nobel & Franco 1986:1,Pleuraphis rigida,Hilaria rigida,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,
1617,Nobel & Franco 1986:1,Pleuraphis rigida,Hilaria rigida,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,
1618,Nobel 1989,Agave deserti,family: Agavaceae,Asparagaceae,Succulent,P,NA,Monocot,,,CAM,0.25
1619,Nobel 1989,Ferocactus cylindraceus,Ferocactus acanthodes,Cactaceae,Succulent,P,NA,Dicot,,,CAM,0.25
1620,Nobel 1989,Pleuraphis rigida,Hilaria rigida,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,0.25
1621,Nobel et al. 1991,Echinocereus engelmannii,,Cactaceae,Succulent,P,NA,Dicot,,,CAM,0.3
1622,Nobel et al. 1991,Opuntia acanthocarpa,,Cactaceae,Succulent,P,NA,Dicot,,,CAM,0.3
1623,Oskamp 1932,Prunus avium,,Rosaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.9
1624,Osman & Pieper 1988:p. 93,Gutierrezia sarothrae,Gutierrezia sarothrae (Pursh) Britton & Rusby,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,0.45
1625,Ourcival et al. 1994,Anthyllis henoniana,,Fabaceae,Semi-shrub,P,Woody,Dicot,,,C3,1.2
1626,Pavlychenko 1937 :Table I,Avena fatua,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.17
1627,Peláez et al. 1994:5a,Condalia microphylla,,Rhamnaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.52
1628,Peláez et al. 1994:5b,Prosopis caldenia,,Mimosaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.79
1629,Persson 1975:Canadell et al. 1996,Populus tremula,,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2
1630,Phillips 1963,Prosopis velutina,Prosopis juliflora,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,58
1631,Popov 1979,Pistacia vera,,Anacardiaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,3.2
1632,Preston 1900,Cereus giganteus,Carnegia gigantea,Cactaceae,Succulent,P,NA,Dicot,,,CAM,0.9
1633,Preston 1900,Ferocactus wislizeni,Echinocactus wislizeni,Cactaceae,Succulent,P,NA,Dicot,,,CAM,0.3
1634,Preston 1900,Opuntia fulgida,,Cactaceae,Succulent,P,NA,Dicot,,,CAM,0.3
1635,Ramam 1970:Table 2,Bothriochloa pertusa,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,0.55
1636,Ramam 1970:Table 2,Cynodon dactylon,Cynodon dactylon (L.) Pers.,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,0.3
1637,Ramam 1970:Table 2,Dichanthium annulatum,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,1
1638,Ramam 1970:Table 2,Imperata cylindrica,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,0.58
1639,Ramam 1970:Table 2,Setaria glauca,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.25
1640,Ramam 1970:Table 2,Sporobulus diander,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.24
1641,Rawitscher 1948:p. 255,Andira humilis,,Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,18
1642,Rawitscher 1948:13,Aristolochia giberti,,Aristolochiaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,1.8
1643,Rawitscher 1948:26,Cochlospermum insigne,family: Cochlospermaceae,Bixaceae,Shrub,P,Woody,Dicot,,,C3,2.06
1644,Rawitscher 1948:23,Craniolaria integrifolia,,Martyniaceae,Forb,P,Herbaceous,Dicot,,,C3,0.35
1645,Rawitscher 1948:22,Echinolaena inflexa,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.5
1646,Rawitscher 1948:22,Stryphnodendron barbatimao,,Fabaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,2
1647,Rawitscher 1948:24,Vernonia grandiflora,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.15
1648,Rawitscher et al. 1943:Canadell et al. 1996,Jacaranda decurrens,,Bignoniaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,11
1649,Reynolds & Fraley 1989,Achnatherum hymenoides,Oryzopsis hymenoides,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.5
1650,Reynolds & Fraley 1989,Artemisia tridentata,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,2.25
1651,Reynolds & Fraley 1989,Chrysothamnus viscidiflorus,,Asteraceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,1.9
1652,Reynolds & Fraley 1989,Cordylanthus ramosus,family: Scrophulariaceae,Orobanchaceae,Forb,A,Herbaceous,Dicot,,,C3,1.6
1653,Reynolds & Fraley 1989,Leymus cinereus,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.6
1654,Röhrig 1966,Quercus rubra,,Fagaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.9
1655,Roupsard et al. 1999;Fan et al. 2017,Faidherbia albida,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,7.25
1656,Rundel et al. 1980,Gypothamnium pinifolium,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,needle-leaf,C3,0.1
1657,Rundel et al. 1980,Heliotropium pycnophyllum,,Boraginaceae,Semi-shrub,P,Woody,Dicot,E,broad-leaf,C3,0.6
1658,Rundel et al. 1980,Nolana mollis,,Solanaceae,Semi-shrub,P,Woody,Dicot,E,broad-leaf,C4,0.5
1659,Rutherford 1983,Burkea africana,family: Caesalpiniaceae,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.2
1660,Rutherford 1983,Ochna pulchra,,Ochnaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.2
1661,Rutherford 1983,Terminalia sericea,,Combretaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.2
1662,Saunier & Wagle 1967:p. 37,Quercus turbinella,,Fagaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,7.6
1663,Saunier & Wagle 1967:p. 37,Quercus turbinella,,Fagaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,9.1
1664,Saunier & Wagle 1967:p. 37,Quercus turbinella,,Fagaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,9.1
1665,Saurina & Kamenetskaya 1969,Pinus sylvestris,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,2.4
1666,Savory 1963,Baphia massaiensis ssp. obovata,Baphia obovata,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.61
1667,Savory 1963:p. 60,Brachystegia boehmii,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.65
1668,Savory 1963:11,Brachystegia floribunda,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.35
1669,Savory 1963:1,Brachystegia longifolia,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,5.28
1670,Savory 1963:10,Brachystegia spiciformis,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,4.38
1671,Savory 1963:2,Brachystegia spiciformis,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,4.92
1672,Savory 1963:p. 60,Brachystegia utilis,family: Caesalpiniaceae,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.65
1673,Savory 1963,Dialium engleranum,family: Caesalpiniaceae,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3
1674,Savory 1963,Erythrophleum africanum,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.44
1675,Savory 1963,Faurea saligna,,Proteaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.38
1676,Savory 1963,Hymenocardia acida,family:Euphorbiaceae,Phyllanthaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,1.2
1677,Savory 1963:p. 60,Isoberlinia angolensis,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.65
1678,Savory 1963:p. 60,Julbernardia paniculata,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,5.2
1679,Savory 1963,Marquesia macroura,,Dipterocarpaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,2.45
1680,Savory 1963,Monotes africanus,,Dipterocarpaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,3
1681,Savory 1963,Parinari curatellifolia,,Chrysobalanaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,1.94
1682,Savory 1963:p. 60,Pericopsis angolensis,Afrormosia angolensis,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.65
1683,Savory 1963,Pseudolachnostylis maprouneifolia,family:Euphorbiaceae,Phyllanthaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3
1684,Savory 1963,Strychnos innocua,,Loganiaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3
1685,Savory 1963,Strychnos pungens,,Loganiaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,3
1686,Savory 1963,Syzygium afromontanum,,Myrtaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,3
1687,Savory 1963,Syzygium macrocarpum,,Myrtaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,3
1688,Savory 1963,Uapaca kirkiana,family:Euphorbiaceae,Phyllanthaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.5
1689,Savory 1963,Uapaca nitida,family:Euphorbiaceae,Phyllanthaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,0.91
1690,Schneider et al. 1966,Acer saccharum,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.7
1691,Schulze et al. 1996,Nassauvia glomerulosa,,Asteraceae,Semi-shrub,P,Woody,Dicot,,,C3,3
1692,Schulze et al. 1996,Festuca pallescens,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,2
1693,Schulze et al. 1996,Mulinum spinosum,,Apiaceae,Semi-shrub,P,Woody,Dicot,E,,C3,3
1694,Schulze et al. 1996,Nothofagus pumilo,,Nothofagaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2
1695,Schuster 1964,Antennaria parvifolia,Antennaria aprica,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.48
1696,Schuster 1964,Artemisia frigida,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,0.99
1697,Schuster 1964,Bouteloua gracilis,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,1.02
1698,Schuster 1964,Festuca arizonica,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.32
1699,Schuster 1964,Muhlenbergia montana,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,1.35
1700,Scott & van Breda 1937b:2,Elytropappus rhinocerotis,,Asteraceae,Shrub,P,Woody,Dicot,,,C3,6.16
1701,Scott & van Breda 1937a:2I,Galenia africana,,Aizoaceae,Semi-shrub,P,Woody,Dicot,E,broad-leaf,C3,3.52
1702,Scott & van Breda 1937a:2E,Galenia africana,,Aizoaceae,Semi-shrub,P,Woody,Dicot,E,broad-leaf,C3,5.01
1703,Scott & van Breda 1937a:2B,Galenia africana,,Aizoaceae,Semi-shrub,P,Woody,Dicot,E,broad-leaf,C3,7.32
1704,Scott & van Breda 1939,Euphorbia burmanni,,Euphorbiaceae,Semi-shrub,P,Woody,Dicot,,,C3,0.51
1705,Scott & van Breda 1939,Euphorbia burmanni,,Euphorbiaceae,Semi-shrub,P,Woody,Dicot,,,C3,1.23
1706,Scott & van Breda 1939,Euphorbia mauretanica,,Euphorbiaceae,Succulent,P,NA,Dicot,,,CAM,1.08
1707,Scott & van Breda 1939,Euphorbia mauretanica,,Euphorbiaceae,Succulent,P,NA,Dicot,,,CAM,1.28
1708,Scott & van Breda 1939:B44,Ruschia multiflora,,Aizoaceae,Succulent,P,NA,Dicot,,,CAM,3.03
1709,Scott & van Breda 1939:6A,Ruschia multiflora,,Aizoaceae,Succulent,P,NA,Dicot,,,CAM,4.37
1710,Sen & Tanwar 1983,Crotalaria burhia,,Fabaceae,Semi-shrub,P,Woody,Dicot,,,C3,2.5
1711,Sen & Tanwar 1983,Oligochaeta ramosa,,Asteraceae,Forb,A,Herbaceous,Dicot,,,C3,0.25
1712,Sen 1982,Aerva javanica,Aerva persica,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,2
1713,Sen 1982,Arnebia hispidissima,,Boraginaceae,Forb,A,Herbaceous,Dicot,,,C3,0.35
1714,Sen 1982,Boerhavia diffusa,,Nyctaginaceae,Forb,P,Herbaceous,Dicot,,,C4,1.2
1715,Sen 1982,Capparis decidua,,Capparaceae,Shrub,P,Woody,Dicot,D,,C3,3.3
1716,Sen 1982,Convolvulus prostratus,Convolvulus microphyllus,Convolvulaceae,Semi-shrub,P,Woody,Dicot,,,C3,2.5
1717,Sen 1982,Fagonia cretica,,Zygophyllaceae,Semi-shrub,P,Woody,Dicot,,broad-leaf,C3,0.75
1718,Sen 1982,Ipomoea pes-tigrides,,Convolvulaceae,Forb,A,Herbaceous,Dicot,,,C3,0.2
1719,Sen 1982,Merremia aegyptia,,Convolvulaceae,Forb,P,Herbaceous,Dicot,,,C3,0.16
1720,Sen 1982,Polycarpaea corymbosa,,Caryophyllaceae,Forb,A,Herbaceous,Dicot,,,C4,0.25
1721,Sen 1982,Pulicaria crispa,,Asteraceae,Semi-shrub,P,Woody,Dicot,,,C3,0.7
1722,Sen 1982,Sida grewioides,,Malvaceae,Shrub,P,Woody,Dicot,,,C3,0.6
1723,Sen 1982,Solanum surattense,,Solanaceae,Forb,A,Herbaceous,Dicot,,,C3,0.8
1724,Sen 1982,Tribulus terrestris,,Zygophyllaceae,Forb,A,Herbaceous,Dicot,,,C4,1.1
1725,Sen 1982,Ziziphus nummularia,,Rhamnaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,3
1726,Shachori et al. 1967,Quercus calliprinos,,Fagaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,4.6
1727,Shalyt 1950:37,Astragalus danicus,Astragalus hypoglottis,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.34
1728,Shalyt 1950:24,Bromus riparius,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.75
1729,Shalyt 1950:39,Fragaria viridis,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.32
1730,Shalyt 1950:26,Galium verum,,Rubiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.7
1731,Shalyt 1950:22-23,Helictotrichon desertorum,Avenastrum desertorum,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1
1732,Shalyt 1950:38,Pimpinella saxifraga,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.6
1733,Shalyt 1950:36,Potentilla longipes,,Rosaceae,Forb,P,Herbaceous,Dicot,,,C3,0.29
1734,Shalyt 1950:32,Thymus pannonicus,"Thymus marschallianus, Thymus stepposus",Lamiaceae,Forb,P,Herbaceous,Dicot,,,C3,0.75
1735,Shalyt 1950:34-35,Trifolium montanum,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.75
1736,Shalyt 1950:31,Veronica austriaca,,Scrophulariaceae,Forb,P,Herbaceous,Dicot,,,C3,0.62
1737,Shalyt 1950:30,Veronica spuria,,Scrophulariaceae,Forb,P,Herbaceous,Dicot,,,C3,1.22
1738,Shalyt 1950:27,Vicia cracca,,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,0.36
1739,Shalyt 1950,Agropyron pectinatum,Agropyron pectiniforme,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.7
1740,Shalyt 1950,Alopecurus pratensis,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.8
1741,Shalyt 1950,Artemisia austriaca,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,1.05
1742,Shalyt 1950,Artemisia austriaca,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,1.08
1743,Shalyt 1950,Artemisia taurica,,Asteraceae,Semi-shrub,P,Woody,Dicot,E,,C3,1.32
1744,Shalyt 1950,Bassia sedoides,Echinopsilon sedoides,Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,1.04
1745,Shalyt 1950:78,Carduus uncinatus,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,1.8
1746,Shalyt 1950:61,Carex stenophylla,Carex uralensis,Cyperaceae,Grass,P,Herbaceous,Monocot,,,C3,0.42
1747,Shalyt 1950,Cerastium ucrainicum,,Caryophyllaceae,Forb,A,Herbaceous,Dicot,,,C3,0.07
1748,Shalyt 1950,Ceratocarpus arenarius,,Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,1.17
1749,Shalyt 1950:42,Crambe tataria,Crambe tatarica,Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,2
1750,Shalyt 1950,Elytrigia pseudocaesia,Agropyron pseudocaesium,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,2
1751,Shalyt 1950,Erophila verna,Erophila vulgaris,Brassicaceae,Forb,A,Herbaceous,Dicot,,,C3,0.06
1752,Shalyt 1950:76,Eryngium campestre,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,2.25
1753,Shalyt 1950:80,Euphorbia seguierana,Euphorbia gerardiana,Euphorbiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.08
1754,Shalyt 1950:81,Euphorbia seguierana,Euphorbia gerardiana,Euphorbiaceae,Forb,P,Herbaceous,Dicot,,,C3,2.6
1755,Shalyt 1950,Falcaria vulgaris,,Apiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.8
1756,Shalyt 1950,Festuca rupicola,Festuca sulcata,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.15
1757,Shalyt 1950:55,Festuca rupicola,Festuca sulcata,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.62
1758,Shalyt 1950:56,Festuca rupicola,Festuca sulcata,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.96
1759,Shalyt 1950,Festuca rupicola,Festuca sulcata,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.2
1760,Shalyt 1950,Gagea pusilla,,Liliaceae,Forb,P,Herbaceous,Monocot,,,C3,0.13
1761,Shalyt 1950:67,Galatella villosa,Linosyris villosa,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,1.05
1762,Shalyt 1950:73,Goniolimon tataricum,,Plumbaginaceae,Forb,P,Herbaceous,Dicot,,,C3,1.3
1763,Shalyt 1950,Kochia prostrata,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,1.4
1764,Shalyt 1950,Kochia prostrata,,Amaranthaceae,Semi-shrub,P,Woody,Dicot,,,C4,1.48
1765,Shalyt 1950:57,Koeleria macrantha,Koeleria gracilis,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.78
1766,Shalyt 1950:59,Leymus ramosus,Aneurolepidium ramosum,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.1
1767,Shalyt 1950:60,Leymus ramosus,Aneurolepidium ramosum,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,1.67
1768,Shalyt 1950:43,Limonium latifolium,Statice latifolia,Plumbaginaceae,Forb,P,Herbaceous,Dicot,,,C3,2
1769,Shalyt 1950:74,Linaria biebersteinii,,Plantaginaceae,Forb,P,Herbaceous,Dicot,,,C3,1.4
1770,Shalyt 1950:45,Linum austriacum,,Linaceae,Forb,P,Herbaceous,Dicot,,,C3,0.45
1771,Shalyt 1950,Myosotis micrantha,,Boraginaceae,Forb,A,Herbaceous,Dicot,,,C3,0.1
1772,Shalyt 1950,Onosma tinctoria,,Boraginaceae,Forb,P,Herbaceous,Dicot,,,C3,1.55
1773,Shalyt 1950,Poa bulbosa,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.38
1774,Shalyt 1950:58,Poa bulbosa,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.4
