ID,Reference,Species,Synonym,Family,Growth_form,Life_span,Tissue,Seed_Cat,Leaf_strategy,Leaf_form,PS_type,Dr
4108,Haigh 1966;Fan et al. 2017,Pinus caribaea,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,5
4109,Haigh 1966;Fan et al. 2017,Pinus elliottii,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,4.57
4110,Haigh 1966;Fan et al. 2017,Eucalyptus citriodora,,Myrtaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,0.94
4111,Haigh 1966;Fan et al. 2017,Eucalyptus citriodora,,Myrtaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,1.55
4112,Hao et al. 2006;Fan et al. 2017,Castanopsis chinensis,,Fagaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,0.7
4113,He & Zhang 2003;Fan et al. 2017,Juniperus sabina,Sabina vulgaris (Juniperus sabina),Cupressaceae,Shrub,P,Woody,Gymnosperm,E,needle-leaf,C3,1.04
4114,He & Zhang 2003;Fan et al. 2017,Juniperus sabina,Sabina vulgaris (Juniperus sabina),Cupressaceae,Shrub,P,Woody,Gymnosperm,E,needle-leaf,C3,1.02
4115,He & Zhang 2003;Fan et al. 2017,Juniperus sabina,Sabina vulgaris (Juniperus sabina),Cupressaceae,Shrub,P,Woody,Gymnosperm,E,needle-leaf,C3,0.86
4116,Hellmers et al. 1955;Fan et al. 2017,Adenostoma fasciculaturn,,Rosaceae,Shrub,P,Woody,Dicot,E,needle-leaf,C3,2.45
4117,Hellmers et al. 1955;Fan et al. 2017,Arctostaphylos glandalosa,,Ericaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,2.74
4118,Hellmers et al. 1955;Fan et al. 2017,Ceanothus leucoderuis,,Rhamnaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,3.66
4119,Hellmers et al. 1955;Fan et al. 2017,Photinia arbutifolia,,Rosaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,1.98
4120,Hellmers et al. 1955;Fan et al. 2017,Quercus dumosa,,Fagaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,2.44
4121,Hellmers et al. 1955;Fan et al. 2017,Ceanothus olihgaitlis,,Rhamnaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,1.83
4122,Hellmers et al. 1955;Fan et al. 2017,Cercocarpus betuloides,,Rosaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,1.52
4123,Hellmers et al. 1955;Fan et al. 2017,Diplacus longiflorus,family: Scrophulariaceae,Phrymaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.76
4124,Hendrick & Pregitzer 1996;Fan et al. 2017,Acer saccharum,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1
4125,Hendrick & Pregitzer 1996;Fan et al. 2017,Acer saccharum,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1
4126,Heyward 1933;Fan et al. 2017,Pinus palustris,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.91
4127,Heyward 1933;Fan et al. 2017,Pinus palustris,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,0.74
4128,Higgins et al. 1987;Fan et al. 2017,Protea repens,,Proteaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,3
4129,Higgins et al. 1987;Fan et al. 2017,Erica plukenetii,,Ericaceae,Semi-shrub,P,Woody,Dicot,E,needle-leaf,C3,0.4
4130,Higgins et al. 1987;Fan et al. 2017,Aristea major,,Iridaceae,Forb,P,Herbaceous,Monocot,,,C3,1.45
4131,Higgins et al. 1987;Fan et al. 2017,Ischyrolepis gaudichaudiana,Ischryolepis gaudichaudiana,Restionaceae,Grass,P,Herbaceous,Monocot,,,C3,0.2
4132,Higgins et al. 1987;Fan et al. 2017,Tetraria bromoides,Terraria bromoides,Cyperaceae,Grass,P,Herbaceous,Monocot,,,C3,0.88
4133,Hipondoka et al. 2003;Fan et al. 2017,Acacia mellifera,"Acacia mellifera, Grewia flava",Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,1.5
4134,Hipondoka et al. 2003;Fan et al. 2017,,,,Grass,P,Herbaceous,,,,C3,1.1
4135,Hipondoka et al. 2003;Fan et al. 2017,Acacia luederitzii,"Acacia luederitzii, A. mellifera",Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,1.6
4136,Hipondoka et al. 2003;Fan et al. 2017,,,,Grass,P,Herbaceous,,,,C3,1
4137,Hironaka 1961;Fan et al. 2017,Bromus tectorum,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.91
4138,Hironaka 1961;Fan et al. 2017,Taeniatherum caput-medusae,Taeniatherum caput-medusae (L.) Nevski; Elymus caput-medusae,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.02
4139,Hironaka 1961;Fan et al. 2017,Agropyron desertorum,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.74
4140,Hironaka 1961;Fan et al. 2017,Agropyron intermedium,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.81
4141,Hoffmann 1978;Fan et al. 2017,Lithraea caustica,,Anacardiaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.6
4142,Hoffmann 1978;Fan et al. 2017,Cryptocarya alba,,Lauraceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.6
4143,Hoffmann 1978;Fan et al. 2017,Coiliguaya odorifera,,Rosaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.6
4144,Hoffmann 1978;Fan et al. 2017,Baccharis rosmarinifolia,,Asteraceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.6
4145,Hoffmann 1978;Fan et al. 2017,Mutisia retusa,,Asteraceae,Shrub,P,Woody,Dicot,E,broad-leaf,C4,0.2
4146,Hoffmann 1978;Fan et al. 2017,Haplopappus sp.,,Asteraceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.4
4147,Hoffmann 1978;Fan et al. 2017,Satureja gilliesii,,Lamiaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.2
4148,Hoffmann 1978;Fan et al. 2017,Melaleuca quinquenervia,Talguenea quinquenerda,Myrtaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.6
4149,Hoffmann 1978;Fan et al. 2017,Stachys sp.,,Lamiaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.2
4150,Hoffmann 1978;Fan et al. 2017,Echinopsis chiloensis,Trichacereus chiloensis,Cactaceae,Succulent,P,NA,Dicot,,,CAM,0.3
4151,Holdo & Timberlake 2008;Fan et al. 2017,Brachystegia spiciformis,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.6
4152,Holdo & Timberlake 2008;Fan et al. 2017,Guibourtia coleosperma,,Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,1.7
4153,Holdo & Timberlake 2008;Fan et al. 2017,Baikiaea plurijuga,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.1
4154,Holdo & Timberlake 2008;Fan et al. 2017,Burkea africana,family: Caesalpiniaceae,Fabaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.9
4155,Holdo & Timberlake 2008;Fan et al. 2017,Ochna pulchra,,Ochnaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,1.25
4156,Holdo & Timberlake 2008;Fan et al. 2017,Terminalia sericea,,Combretaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.2
4157,Horton 1958;Fan et al. 2017,Pinus contorta,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,3.51
4158,Horton 1958;Fan et al. 2017,Pinus contorta,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.52
4159,Horton 1958;Fan et al. 2017,Pinus contorta,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,0.7
4160,Hosegood & Howl& 1966;Fan et al. 2017,Eucalyptus saligna,,Myrtaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,6.1
4161,Hosegood & Howl& 1966;Fan et al. 2017,Pinus patula,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,6.1
4162,Hosegood & Howl& 1966;Fan et al. 2017,Cupressus benthamii,,Cupressaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,7.62
4163,Hosegood & Howl& 1966;Fan et al. 2017,Cupressus lusitanica,,Cupressaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,7.62
4164,Howard 1925;Fan et al. 2017,Prunus persica,,Rosaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,4.9
4165,Howard 1925;Fan et al. 2017,Prunus amygdalus Batsch.,Prunus communis,Rosaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,4.7
4166,Howard 1925;Fan et al. 2017,Annona squamosa,,Annonaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,4.29
4167,Howard 1925;Fan et al. 2017,Mangifera indica,,Anacardiaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,4.7
4168,Howard 1925;Fan et al. 2017,Psidium gurava,,Myrtaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,4.4
4169,Howard 1925;Fan et al. 2017,Nephelium litchi,,Sapindaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,3.8
4170,Howard 1925;Fan et al. 2017,Citrus medica L.,,Rutaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,2
4171,Howard 1925;Fan et al. 2017,Eriobotrya japonica,,Rosaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,4.9
4172,Hubble et al. 2010;Fan et al. 2017,Eucalyptus diversicolour,,Myrtaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,20
4173,Hubble et al. 2010;Fan et al. 2017,Eucalyptus camuldulensis,,Myrtaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,7
4174,Hulbert 1955;Fan et al. 2017,Bromus tectorum,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,2
4175,Hulbert 1955;Fan et al. 2017,Bromus japanicus,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.5
4176,Hulbert 1955;Fan et al. 2017,Bromus commutatus,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.5
4177,Hulbert 1955;Fan et al. 2017,Bromus sterilis,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.5
4178,Hulbert 1955;Fan et al. 2017,Bromus brizaeformis,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.5
4179,Hulbert 1955;Fan et al. 2017,Bromus racemosus,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.5
4180,Imai et al. 2010;Fan et al. 2017,Dipterocarp spp.,,Dipterocarpaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,1.1
4181,Jackson et al. 1999;Fan et al. 2017,Quercus fusiformis,,Fagaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,5
4182,Jackson et al. 1999;Fan et al. 2017,Ulmus crassifolia,,Ulmaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,5
4183,Jackson et al. 1999;Fan et al. 2017,Juniperus ashei,,Cupressaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,6
4184,Jackson et al. 1999;Fan et al. 2017,Quercus fusiformis,,Fagaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,6
4185,Jackson et al. 1999;Fan et al. 2017,Juniperus ashei,,Cupressaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,7
4186,Jackson et al. 1999;Fan et al. 2017,Ulmus crassifolia,,Ulmaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,7
4187,Jackson et al. 1999;Fan et al. 2017,Juniperus ashei,,Cupressaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,7
4188,Jackson et al. 1999;Fan et al. 2017,Quercus fusiformis,,Fagaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,8
4189,Jackson et al. 1999;Fan et al. 2017,Quercus fusiformis,,Fagaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,9
4190,Jackson et al. 1999;Fan et al. 2017,Quercus fusiformis,,Fagaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,11
4191,Jackson et al. 1999;Fan et al. 2017,Quercus fusiformis,,Fagaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,14
4192,Jackson et al. 1999;Fan et al. 2017,Quercus fusiformis,,Fagaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,18
4193,Jackson et al. 2002;Fan et al. 2017,Bouteloua eriopoda,,Poaceae,Tree,P,Woody,Monocot,,,C4,1.7
4194,Jackson et al. 2002;Fan et al. 2017,Prosopis sp.,"Prosopis, Larrea, Juniperus",Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,5.4
4195,Jackson et al. 2002;Fan et al. 2017,Bouteloua eriopoda,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,0.6
4196,Jackson et al. 2002;Fan et al. 2017,Prosopis sp.,"Prosopis, Larrea, Juniperus",Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,2
4197,Jackson et al. 2002;Fan et al. 2017,Bouteloua gracilis,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,0.9
4198,Jackson et al. 2002;Fan et al. 2017,Prosopis sp.,"Prosopis, Larrea, Juniperus",Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,4
4199,Jackson et al. 2002;Fan et al. 2017,Stipa sp.,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.9
4200,Jackson et al. 2002;Fan et al. 2017,Prosopis sp.,"Prosopis, Larrea, Juniperus",Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,5.8
4201,Jackson et al. 2002;Fan et al. 2017,Schizachyrium scoparium,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,0.8
4202,Jackson et al. 2002;Fan et al. 2017,Prosopis sp.,"Prosopis, Larrea, Juniperus",Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,2.8
4203,Jackson et al. 2002;Fan et al. 2017,Andropogon sp.,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,3.3
4204,Jackson et al. 2002;Fan et al. 2017,Prosopis sp.,"Prosopis, Larrea, Juniperus",Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,2.5
4205,Jaramello et al. 2003;Fan et al. 2017,Nectandra ambigens,"Nectandra ambigens, Pseudolmedia oxyphyllaria, Poulsenia armata, Brosimum alicastrum; Astrocaryum mexicanum; Chamaedorea spp",Lauraceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,2
4206,Jaramello et al. 2003;Fan et al. 2017,Panicum maximum,"Panicum maximum, Heliocarpus appendiculatus, Lonchocalpus unifoliolatus, Ficus spp.",Poaceae,Grass,P,Herbaceous,Monocot,,,C4,1.1
4207,Jaramello et al. 2003;Fan et al. 2017,Paspalum conjugatum,"Paspalum conjugatum, Axonopus compressus, Panicum spp, Cynodon plectostachyus, Panicum maximum",Poaceae,Grass,P,Herbaceous,Monocot,,,C4,0.9
4208,Jennings 1974;Fan et al. 2017,Boscia albitrunca,,Capparaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,78.6
4209,Jimenez et al. 2009;Fan et al. 2017,Terra firme species,,,Tree,P,Woody,,E,broad-leaf,C3,0.5
4210,Jimenez et al. 2009;Fan et al. 2017,Terra firme species,,,Tree,P,Woody,,E,broad-leaf,C3,0.5
4211,Jimenez et al. 2009;Fan et al. 2017,Caatinga palms,,Arecaceae,Tree,P,Woody,Monocot,E,palm,C3,1
4212,Jipp et al 1998;Fan et al. 2017,Leguminosae sp.,"Leguminosae, Sapotaceae, Lecythidaceae families",Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,
4213,Jipp et al 1998;Fan et al. 2017,Panicum maximum,"Panicum maximum, Brachiaria humidicola",Poaceae,Grass,P,Herbaceous,Monocot,,,C4,6
4214,Jobbagy & Jackson 2004;Fan et al. 2017,Eucalyptus camaldulensis,,Myrtaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,5.7
4215,Jobbagy & Jackson 2004;Fan et al. 2017,Mix of grasses (C3 & C4),,,Grass,P,Herbaceous,,,,C3,1.7
4216,Jobbagy et al. 2011;Fan et al. 2017,Prosopis flexuosa,,Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,7.7
4217,Jobbagy et al. 2011;Fan et al. 2017,Prosopis flexuosa,,Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,5
4218,Jobbagy et al. 2011;Fan et al. 2017,Prosopis flexuosa,,Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,5.3
4219,Johnson et al. 2013;Fan et al. 2017,Trichostigma octandrum,family: Phytolaccaceae,Petiveriaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.6
4220,Johnson et al. 2013;Fan et al. 2017,Anacardium excelsum,,Anacardiaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,0.6
4221,Jonasson & Callaghan 1992;Fan et al. 2017,Antennaria dioica,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.095
4222,Jonasson & Callaghan 1992;Fan et al. 2017,Bartsia alpina,,Orobanchaceae,Forb,P,Herbaceous,Dicot,,,C3,0.016
4223,Jonasson & Callaghan 1992;Fan et al. 2017,Calamagrostis lapponica,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.033
4224,Jonasson & Callaghan 1992;Fan et al. 2017,Carex capillaris,,Cyperaceae,Grass,P,Herbaceous,Monocot,,,C3,0.029
4225,Jonasson & Callaghan 1992;Fan et al. 2017,Harrimanella hypnoides,Cassiope hypnoides,Ericaceae,Shrub,P,Woody,Dicot,E,,C3,0.09
4226,Jonasson & Callaghan 1992;Fan et al. 2017,Cassiope tetragona,,Ericaceae,Shrub,P,Woody,Dicot,E,,C3,0.013
4227,Jonasson & Callaghan 1992;Fan et al. 2017,Festuca ovina,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.034
4228,Jonasson & Callaghan 1992;Fan et al. 2017,Festuca ovina,,Poaceae,Grass,P,Herbaceous,Monocot,,,C3,0.039
4229,Jonasson & Callaghan 1992;Fan et al. 2017,Lycopodium selago,,Lycopodiaceae; Lycopodium selago (Huperzia selago),Forb,P,Herbaceous,Pteridophyte,,,C3,0.023
4230,Jonasson & Callaghan 1992;Fan et al. 2017,Pedicularis lapponica,,Orobanchaceae,Forb,P,Herbaceous,Dicot,,,C3,0.011
4231,Jonasson & Callaghan 1992;Fan et al. 2017,Phyllodoce coerulea,,Ericaceae,Shrub,P,Woody,Dicot,E,,C3,0.029
4232,Jonasson & Callaghan 1992;Fan et al. 2017,Polygonum viviparum,Polygonum viviparum (Bistorta vivipara),Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.021
4233,Jonasson & Callaghan 1992;Fan et al. 2017,Polygonum viviparum,Polygonum viviparum (Bistorta vivipara),Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.015
4234,Jonasson & Callaghan 1992;Fan et al. 2017,Salix reticulata,,Salicaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.018
4235,Jonasson & Callaghan 1992;Fan et al. 2017,Solidago virgaurea,,Asteraceae,Forb,P,Herbaceous,Dicot,,,C3,0.046
4236,Jonasson & Callaghan 1992;Fan et al. 2017,Tofieldia pusilla,,Tofieldiaceae,Forb,P,Herbaceous,Monocot,,,C3,0.015
4237,Jonasson & Callaghan 1992;Fan et al. 2017,Tofieldia pusilla,,Tofieldiaceae,Forb,P,Herbaceous,Monocot,,,C3,0.019
4238,Jonasson & Callaghan 1992;Fan et al. 2017,Vaccinium myrtillus,,Ericaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.007
4239,Jones et al. 1996;Fan et al. 2017,Magnolia virginiana,"Magnolia virginiana, Nyssa sylvaticavar, Acer rubrum, Liquidambar styraciflua, Liriodendron tulipifera, Pinus elliotti",Magnoliaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,0.5
4240,Jonsson 1988;Fan et al. 2017,Zea mays,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.8
4241,Jonsson 1988;Fan et al. 2017,Cassia siamea,,Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,0.9
4242,Jonsson 1988;Fan et al. 2017,Eucalyptus tereticornis,,Myrtaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,1.4
4243,Jonsson 1988;Fan et al. 2017,Leucaena leucocephala,,Fabaceae,Tree,P,Woody,Dicot,E,broad-leaf,C3,1.5
4244,Jonsson 1988;Fan et al. 2017,Prosopis chilensis,,Mimosaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1
4245,Joslin et al. 2006;Fan et al. 2017,Quercus alba L.,"Quercus alba L.. Q. prinus L., Q. coccinea Muenchh., Q. falcata Michx., Q. rubra L.",Fagaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.9
4246,Joslin et al. 2006;Fan et al. 2017,Quercus alba L.,"Quercus alba L.. Q. prinus L., Q. coccinea Muenchh., Q. falcata Michx., Q. rubra L.",Fagaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.9
4247,Kalisz et al. 1987;Fan et al. 2017,Fagus grandifolia,"Fagus grandifolia, Liriodendron tulipifera,…Carya sp., Quercus rubra, …Q. s coccinea, Q. prinus, Q. velutina, Q. alba, Acer rubrum…",Fagaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.35
4248,Karasz 1996;Fan et al. 2017,Juniperus communis L.,,Cupressaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,0.98
4249,Karimov & Molotkovski 1996;Fan et al. 2017,Saccharum ravennae,Erianthus ravennae (Saccharum ravennae),Poaceae,Grass,P,Herbaceous,Monocot,,,C4,1.25
4250,Karimov & Molotkovski 1996;Fan et al. 2017,Saccharum spontaneum L.,,Poaceae,Grass,P,Herbaceous,Monocot,,,C4,1.5
4251,Karimov & Molotkovski 1996;Fan et al. 2017,Halostachys belangeriana,Halostachus caesia,Amaranthaceae,Shrub,P,Woody,Dicot,,,C3,2.4
4252,Karimov & Molotkovski 1996;Fan et al. 2017,Populus pruinosa Schrenk,,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,6
4253,Karimov & Molotkovski 1996;Fan et al. 2017,Elaeagnus angustifolia L.,,Elaeagnaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,6
4254,Karimov & Molotkovski 1996;Fan et al. 2017,Juniperus sp.,,Cupressaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,4
4255,Karimov & Molotkovski 1996;Fan et al. 2017,Rheum maximoviczii,,Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,0.62
4256,Karizumi 1979;Fan et al. 2017,Cycas revoluta Thunb.,,Cycadaceae,Shrub,P,Woody,Gymnosperm,E,needle-leaf,C3,1
4257,Karizumi 1979;Fan et al. 2017,Ginkgo biloba Linn.,,Ginkgoaceae,Tree,P,Woody,Gymnosperm,D,broad-leaf,C3,2.5
4258,Karizumi 1979;Fan et al. 2017,Torreya nucifera,Torreya nucifera Sieb. et Zucc.,Taxaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,2
4259,Karizumi 1979;Fan et al. 2017,Taxus cuspidata Sieb. et Zucc.,,Taxaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,2
4260,Karizumi 1979;Fan et al. 2017,Taxus cuspidata var. umbraculifera Makino,,Taxaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.2
4261,Karizumi 1979;Fan et al. 2017,Taxus baccata Linn.,,Taxaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.6
4262,Karizumi 1979;Fan et al. 2017,Podocarpus macrophyllus D. Don,,Podocarpaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,2.4
4263,Karizumi 1979;Fan et al. 2017,Podocarpus nagi,Podocarpus nagi Zoll. et Moritzi (Nageia nagi),Podocarpaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,2.5
4264,Karizumi 1979;Fan et al. 2017,Araucaria araucana,,Araucariaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,0.6
4265,Karizumi 1979;Fan et al. 2017,Araucaria cunninghamii,,Araucariaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,3.2
4266,Karizumi 1979;Fan et al. 2017,Abies homolepis Sieb. et Zucc.,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.8
4267,Karizumi 1979;Fan et al. 2017,Abies firma Sieb. et Zucc.,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,3.3
4268,Karizumi 1979;Fan et al. 2017,Abies sachalinensis Mast.,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.7
4269,Karizumi 1979;Fan et al. 2017,Abies mariesii Mast.,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.4
4270,Karizumi 1979;Fan et al. 2017,Abies veitchii Lindl.,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.5
4271,Karizumi 1979;Fan et al. 2017,Abies veitchii Lindl.,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.2
4272,Karizumi 1979;Fan et al. 2017,Abies veitchii Lindl.,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,0.6
4273,Karizumi 1979;Fan et al. 2017,Tsuga sieboldii Carr.,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.9
4274,Karizumi 1979;Fan et al. 2017,Tsuga diversijolia Mast.,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.4
4275,Karizumi 1979;Fan et al. 2017,Tsuga canadensis Carr.,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.4
4276,Karizumi 1979;Fan et al. 2017,Picea jezoensis,Picea jezoensis subsp. hondoensis (Mayr) P.A.Schmidt; Picea jezoensis var. hondoensis Rehder,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.1
4277,Karizumi 1979;Fan et al. 2017,Picea maximowiczii,Picea maximowiczii Regel,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,0.8
4278,Karizumi 1979;Fan et al. 2017,Picea alcoquiana,Picea alcoquiana (H.J.Veitch ex Lindl.) Carrière; Picea bicolor Mayr (Picea alcoquiana var. alcoquiana),Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,0.8
4279,Karizumi 1979;Fan et al. 2017,Picea koyamae Shirasawa,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.6
4280,Karizumi 1979;Fan et al. 2017,Picea abies,Picea abies (L.) H.Karst.,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.3
4281,Karizumi 1979;Fan et al. 2017,Picea abies,Picea abies (L.) H.Karst.,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,2.3
4282,Karizumi 1979;Fan et al. 2017,Picea smithiana Boiss.,,Pinaceae,Tree,P,Woody,Gymnosperm,E,needle-leaf,C3,1.4
4283,Karizumi 1979;Fan et al. 2017,Larix leptolepis Gord.,Larix leptolepis Gord. (Larix leptolepis),Pinaceae,Tree,P,Woody,Gymnosperm,D,needle-leaf,C3,2.3
